StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,sex,sex_3_TEXT,age,marit_status,children,employ_status,employ_status_6_TEXT,SES,tested_positive,know_tested_positive,no_bots,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self-control__1,trait_self-control__2,trait_self-control__3,trait_self-control__4,Self-esteem_1,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology_1,moral_circle1,health_1,Q108_1,CRT1,CRT2,CRT3
2020-05-04 15:45,2020-05-04 16:20,IP Address,75.157.159.111,100,2081,TRUE,2020-05-04 16:20,R_1hRWMV7U6n9JdFj,,,,,50.25920105,-119.2714005,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,68,Married,2,Retired,,3,No,No,213,10,0,8,10,10,7,8,10,8,9,9,10,5,10,6,50,50,0,7,6,7,8,5,10,10,4,4,2,2,3,8,7,6,1,3,7,7,9,8,5,6,6,7,8,7,5,7,8,6,6,5,4,7,5,4,2,5,3,3,8,8,5,2,7,5,3,6,6,8,30,50,5,9,8,0,25 cents,3 minutes,4 hours
2020-05-04 15:58,2020-05-04 16:20,IP Address,67.230.152.3,100,1309,TRUE,2020-05-04 16:20,R_1pliaRXtnkLRt7O,,,,,45.40150452,-75.73040009,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,64,Married,3,Retired,,5- In the middle in Canada,No,No,213,7,0,1,10,10,9,8,10,3,5,9,10,5,10,10,0,75,25,7,8,5,2,3,10,10,0,0,0,0,10,8,8,8,0,2,8,8,10,8,3,2,2,8,8,3,8,9,8,3,7,8,5,8,4,3,4,8,3,2,8,6,2,2,3,2,4,5,8,8,50,80,5,10,7,0,250 cents,3 minutes,4 hours
2020-05-04 16:12,2020-05-04 16:30,IP Address,68.148.73.184,100,1076,TRUE,2020-05-04 16:30,R_1EchUjAem4X1q12,,,,,53.26589966,-113.5587006,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,21,In a relationship,0,Student,,5- In the middle in Canada,No,No,213,9,3,7,8,10,10,10,8,8,10,6,7,5,8,9,75,15,10,7,6,5,5,5,10,5,0,0,0,0,1,10,10,10,0,0,7,3,6,6,3,8,9,8,9,7,6,7,9,5,7,5,5,5,1,2,1,2,1,0,8,7,5,0,5,5,1,5,6,8,30,40,4,3,7,0,50 cents,300 minutes ,4 hours
2020-05-04 16:03,2020-05-04 16:31,IP Address,71.17.172.52,100,1699,TRUE,2020-05-04 16:31,R_3pmqVNw1A13mktG,,,,,50.44810486,-104.6126022,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,69,Single,0,Other,semi-retired,3,No,No,213,10,6,10,9,10,10,10,10,7,10,10,10,10,10,10,100,80,20,7,7,10,10,7,10,10,0,1,1,1,0,10,10,10,0,2,10,10,10,10,7,10,10,5,5,5,5,7,10,2,5,4,2,7,6,8,0,9,1,4,10,8,5,0,8,5,0,7,7,10,10,10,3,16,8,0,50 cents,300,7 hrs
2020-05-04 16:13,2020-05-04 16:31,IP Address,134.41.128.49,100,1124,TRUE,2020-05-04 16:31,R_Dwt3HjAMeC1awH7,,,,,44.67469788,-63.50939941,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,62,Married,2,Retired,,4,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,0,8,8,4,3,6,10,10,0,0,0,0,2,9,8,9,0,0,10,10,10,10,10,1,1,9,9,9,9,9,9,9,10,8,9,10,3,3,3,9,3,2,9,10,7,1,9,8,1,9,7,9,10,60,2,7,8,0,50,3 minutes,4
2020-05-04 15:36,2020-05-04 16:32,IP Address,24.235.140.239,100,3378,TRUE,2020-05-04 16:32,R_BEYElO9X5XqkEH7,,,,,44.31359863,-78.23999786,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,73,Single,0,Retired,,3,No,No,213,9,0,9,10,10,9,9,9,9,6,10,10,10,10,10,60,30,10,3,6,5,5,5,10,10,0,0,0,0,1,10,10,10,0,0,7,7,10,10,9,6,10,5,6,6,6,6,7,6,8,8,1,7,4,5,1,2,2,0,10,7,4,0,2,2,1,1,1,9,30,30,5,14,4,0,25,3,1
2020-05-04 15:39,2020-05-04 16:33,IP Address,204.191.111.210,100,3257,TRUE,2020-05-04 16:33,R_D143RQpcXLaVty9,,,,,50.91569519,-113.8919983,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,47,Married,2,Employed full time,,6,No,No,213,9,2,10,10,10,8,8,10,6,0,10,10,4,10,10,0,100,0,3,6,4,7,7,7,7,2,1,1,1,2,10,10,10,2,2,10,10,8,7,4,6,9,8,8,4,8,8,6,10,10,8,1,7,4,7,6,7,4,0,10,10,0,0,6,4,0,6,3,10,20,30,6,4,7,0,50,3 minutes ,6
2020-05-04 16:11,2020-05-04 16:38,IP Address,198.51.104.70,100,1599,TRUE,2020-05-04 16:38,R_2zNokkzny3I7vv0,,,,,52.63319397,-114.2300034,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,71,Married,0,Retired,,3,No,No,213,9,1,9,9,9,7,7,9,6,9,9,9,9,9,9,10,45,45,8,8,5,6,5,7,5,1,1,0,0,2,8,8,8,1,2,8,7,7,9,5,4,2,8,9,8,8,8,9,8,8,6,8,8,2,1,1,3,1,1,8,7,5,3,8,6,5,4,8,7,0,20,5,16,7,0,15 cents,300 minutes,7 hours
2020-05-04 16:16,2020-05-04 16:39,IP Address,99.246.32.80,100,1404,TRUE,2020-05-04 16:39,R_1FfieAPuVH8ek9A,,,,,43.55960083,-79.65409851,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,50,Married,1,Employed full time,,5- In the middle in Canada,No,No,213,10,0,9,10,10,9,9,9,9,9,9,9,8,9,9,0,100,0,2,8,6,8,8,9,9,5,5,5,5,3,8,8,8,1,1,6,4,8,8,5,5,3,8,8,7,7,7,7,8,8,6,4,8,5,7,3,8,7,3,9,9,5,1,5,5,1,5,5,9,30,50,5,9,8,0,25,3 mnutes,2 hours
2020-05-04 16:13,2020-05-04 16:39,IP Address,96.48.110.21,100,1563,TRUE,2020-05-04 16:40,R_3dQD30ZFZWwzdFo,,,,,49.10240173,-122.653595,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,48,Single,0,Other,temporary layoff,5- In the middle in Canada,No,No,213,10,0,7,10,10,2,5,1,1,5,10,10,10,10,10,100,0,0,5,5,5,8,10,10,10,10,5,0,8,2,6,7,5,2,7,5,5,7,7,3,5,7,3,5,2,5,5,2,5,6,5,0,5,3,5,7,3,3,8,5,4,2,5,3,2,9,2,2,1,50,40,5,5,3,0,100,3,4
2020-05-04 16:24,2020-05-04 16:41,IP Address,99.232.170.102,100,1002,TRUE,2020-05-04 16:41,R_Dcq4QUaNBM9bUHL,,,,,44.14920044,-79.86849976,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,99,Single,0,Retired,,1,No,No,213,9,9,9,9,9,7,8,6,6,7,10,10,6,10,10,50,50,0,6,6,7,8,4,10,10,7,0,0,0,5,10,6,6,0,3,5,5,5,5,5,5,8,6,6,9,9,9,9,6,7,6,5,6,6,5,2,5,5,1,10,9,7,0,5,5,6,6,6,10,50,50,5,9,8,0,50 cents,3 minutes,4 hours
2020-05-04 16:14,2020-05-04 16:41,IP Address,99.229.164.193,100,1652,TRUE,2020-05-04 16:41,R_3Lhj5O2uLXD9zV2,,,,,43.86779785,-79.44200134,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,84,Married,3,Retired,,7,No,No,213,10,0,9,10,10,9,9,10,9,10,10,10,10,10,10,30,40,30,8,9,9,10,10,10,10,8,6,1,5,2,10,10,10,1,2,9,9,9,6,9,2,1,9,9,9,9,8,10,7,9,1,3,9,2,7,3,5,5,3,9,9,3,1,5,8,2,8,9,9,20,30,8,15,9,0,50,300,4
2020-05-04 14:52,2020-05-04 16:43,IP Address,99.255.116.45,100,6659,TRUE,2020-05-04 16:43,R_3fIxVCQKD6s7tJY,,,,,43.43890381,-80.26490021,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,74,Married,2,Retired,,8,No,No,213,9,0,7,9,10,10,10,8,0,8,10,10,10,10,10,50,25,25,8,8,5,5,5,10,10,1,0,0,8,0,0,10,10,0,1,10,10,10,10,10,10,10,8,8,8,8,8,9,7,8,2,0,7,7,0,3,5,0,0,10,9,2,0,3,3,0,5,0,10,20,30,3,14,8,0,50 cents,3 minutes,7 hours
2020-05-04 16:22,2020-05-04 16:43,IP Address,75.159.154.109,100,1257,TRUE,2020-05-04 16:43,R_1q9isrqLt8QUUd2,,,,,51.08279419,-114.0854034,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,18,Single,0,Student,,5- In the middle in Canada,No,No,213,10,0,7,9,10,8,8,10,6,9,5,9,9,10,8,20,60,20,5,7,5,6,4,10,10,0,2,1,1,3,8,6,8,1,1,8,9,8,9,7,10,6,6,5,5,6,6,7,6,8,4,3,4,2,6,1,3,2,2,9,8,8,1,7,6,1,8,7,8,10,30,8,1,8,0,250,3,4
2020-05-04 16:12,2020-05-04 16:43,IP Address,204.83.166.218,100,1895,TRUE,2020-05-04 16:43,R_rprdBmPukcgWS7T,,,,,49.13340759,-102.9841995,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,61,Single,0,Unemployed looking for work,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,8,10,9,9,5,5,6,50,25,25,8,7,5,8,7,10,10,7,10,3,5,0,10,10,10,0,0,7,6,10,8,6,4,1,8,8,10,10,10,10,10,10,0,0,8,0,0,0,0,0,0,10,10,7,0,9,9,0,9,9,10,10,10,5,10,7,0,50,900,16
2020-05-04 16:28,2020-05-04 16:47,IP Address,99.224.138.57,100,1105,TRUE,2020-05-04 16:47,R_8D19iwEBub19kIh,,,,,43.65910339,-79.46260071,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,71,In a relationship,3,Retired,,5- In the middle in Canada,No,Yes,213,10,0,10,10,10,10,10,10,7,10,10,10,10,10,10,50,50,0,9,8,5,10,9,10,10,0,0,0,0,0,10,10,10,0,0,6,6,8,9,10,10,10,9,10,10,10,10,10,8,10,8,4,8,1,1,6,2,0,0,10,10,4,0,5,6,1,1,1,9,0,70,5,16,9,0,50,100,1.5
2020-05-04 16:30,2020-05-04 16:49,IP Address,69.196.158.96,100,1105,TRUE,2020-05-04 16:49,R_qXvnPYytEBhpjwZ,,,,,43.70640564,-79.5164032,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,21,Single,0,Employed part-time,,3,No,No,213,10,0,4,9,10,8,8,10,5,10,10,10,10,10,10,80,10,10,9,8,1,6,4,10,3,0,0,0,0,2,9,9,10,0,0,6,4,4,5,0,5,6,8,8,7,6,8,7,10,10,10,7,7,4,7,0,2,1,0,10,9,5,0,8,5,0,2,8,9,10,60,2,14,6,0,25 cents,3 minutes,7 hours 
2020-05-04 16:30,2020-05-04 16:49,IP Address,206.75.52.218,100,1164,TRUE,2020-05-04 16:49,R_2tQnzsNplUrAQ5r,,,,,53.52940369,-113.2555008,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,60,Married,3,Employed part-time,,5- In the middle in Canada,No,Yes,213,7,0,5,9,10,10,10,10,1,10,10,10,10,10,10,0,100,0,8,8,9,10,5,10,10,1,1,0,0,1,10,10,10,0,1,9,5,9,9,5,2,0,10,10,9,10,10,10,10,10,5,0,8,1,5,2,8,5,1,10,8,0,0,7,5,0,1,0,10,20,10,6,11,7,0,49,3,4
2020-05-04 16:05,2020-05-04 16:51,IP Address,99.248.84.2,100,2734,TRUE,2020-05-04 16:51,R_21yplI2v1yS7O4O,,,,,43.92280579,-78.86930084,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,57,Single,0,Retired,,4,No,No,213,10,0,10,10,10,8,9,8,6,7,9,6,5,8,9,30,50,20,7,6,5,8,8,10,10,3,2,0,0,3,10,9,9,0,1,6,4,8,8,6,3,3,6,6,3,6,7,8,8,7,8,6,4,6,5,5,6,3,0,10,10,7,0,6,6,0,7,6,9,30,40,2,5,5,0,50,3 minutes,4 hours
2020-05-04 16:08,2020-05-04 16:52,IP Address,24.78.32.89,100,2609,TRUE,2020-05-04 16:52,R_2OSC1MsZaCwa8Xn,,,,,49.92469788,-96.95629883,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,85,Single,2,Retired,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,90,10,0,6,5,6,2,6,8,8,0,0,0,0,0,10,10,9,0,0,10,9,10,10,10,10,10,6,8,7,8,8,9,9,9,3,0,7,0,6,0,6,1,0,10,10,7,0,10,9,0,10,10,10,50,50,6,5,7,0,50,33,32
2020-05-04 16:28,2020-05-04 16:52,IP Address,137.186.44.128,100,1444,TRUE,2020-05-04 16:52,R_9KWGxrNpYfoIJVL,,,,,50.98989868,-114.157402,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,41,Married,2,Employed full time,,8,No,No,213,10,7,7,7,10,9,9,10,9,10,10,10,10,10,10,80,10,10,6,7,5,8,8,10,10,7,6,0,0,0,10,10,10,0,0,10,10,10,10,10,0,0,5,5,6,6,6,9,1,6,7,7,7,2,6,3,5,1,0,10,8,0,0,5,5,0,5,0,10,70,80,5,16,7,0,50 cents,300 minutes,4 hours
2020-05-04 16:08,2020-05-04 16:52,IP Address,198.254.200.85,100,2645,TRUE,2020-05-04 16:52,R_3fv0E3wKFzcRWtE,,,,,49.24499512,-123.1336975,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,63,Single,1,Employed full time,,5- In the middle in Canada,No,No,213,9,10,10,10,10,3,2,2,0,9,10,10,6,10,10,100,0,0,2,4,1,1,2,4,4,9,10,1,6,2,10,9,10,0,0,10,3,10,4,3,2,6,1,4,2,1,6,4,10,10,0,0,9,0,10,0,9,0,1,9,10,1,0,3,0,0,1,0,10,20,40,10,4,6,0,50,300,4
2020-05-04 16:16,2020-05-04 16:54,IP Address,65.95.176.126,100,2236,TRUE,2020-05-04 16:54,R_1gnN7XUexAumgVE,,,,,42.98860168,-81.18440247,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,60,Married,1,Retired,,7,No,No,213,9,2,10,10,10,10,10,10,10,10,10,10,10,10,10,80,10,10,7,8,5,7,5,10,10,1,1,0,1,3,9,7,8,3,7,7,7,4,7,7,4,7,8,4,8,8,8,8,3,7,9,2,8,3,7,4,7,7,2,7,7,7,3,10,6,7,3,7,8,40,40,7,1,7,0,50,300,8
2020-05-04 16:36,2020-05-04 16:57,IP Address,209.171.88.25,100,1230,TRUE,2020-05-04 16:57,R_shzOWYv5ScEAiSR,,,,,43.73269653,-79.54109955,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,32,In a relationship,0,Employed full time,,5- In the middle in Canada,No,No,213,8,0,2,10,10,10,10,10,10,10,10,10,10,10,10,50,25,25,10,10,0,10,9,5,0,2,2,0,0,2,10,10,5,0,0,0,0,5,5,0,10,5,10,10,8,5,7,7,8,8,6,2,7,0,,0,8,0,3,10,10,0,0,10,0,0,0,7,10,30,60,5,9,6,0,50,900,3
2020-05-04 16:39,2020-05-04 16:57,IP Address,99.255.214.215,100,1087,TRUE,2020-05-04 16:57,R_2wSnFuHQEUj1Wql,,,,,43.15260315,-80.72440338,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,47,Married,0,Unemployed looking for work,,5- In the middle in Canada,No,No,213,9,0,10,10,10,10,10,10,3,10,3,7,7,9,9,10,50,40,7,7,6,9,8,10,10,2,1,1,1,10,10,10,10,0,1,10,10,6,8,8,8,9,10,9,8,8,7,8,8,10,0,0,4,0,7,0,8,1,0,10,10,8,0,9,0,0,0,0,10,0,40,6,2,7,0,0.5,100,4 hours
2020-05-04 16:17,2020-05-04 16:58,IP Address,99.224.34.255,100,2477,TRUE,2020-05-04 16:58,R_Ui61zRz9QLQc6k1,,,,,43.65910339,-79.46260071,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,74,Single,2,Retired,,2,No,No,213,9,1,7,8,10,7,6,6,0,7,10,10,7,10,10,80,10,10,3,4,1,7,0,10,10,0,0,0,0,2,10,7,8,0,1,7,6,5,6,7,7,9,7,3,3,3,6,9,6,3,7,5,4,6,0,5,1,0,0,10,10,5,0,5,5,9,5,0,9,20,30,2,3,8,0,25 cents,3 minutes,7 hours
2020-05-04 16:20,2020-05-04 16:59,IP Address,142.113.121.122,100,2293,TRUE,2020-05-04 16:59,R_1dsJs0r7WlN19uk,,,,,46.51330566,-81.02249908,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,27,In a relationship,0,Employed part-time,,3,No,No,213,10,0,8,9,10,5,5,9,8,8,10,10,10,8,10,50,50,0,7,3,5,9,7,10,8,4,2,3,1,2,8,6,10,0,1,7,2,10,3,3,10,10,3,7,3,1,5,6,4,7,2,6,3,3,6,1,8,2,7,10,7,1,0,1,0,7,8,2,6,20,40,5,16,5,0,50,300,4
2020-05-04 16:40,2020-05-04 17:00,IP Address,24.86.184.30,100,1173,TRUE,2020-05-04 17:00,R_3jTf3NTYKrQriSh,,,,,49.25840759,-123.1455994,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,69,In a relationship,0,Retired,,5- In the middle in Canada,No,No,213,9,3,10,10,10,6,7,10,5,5,7,10,9,10,10,0,100,0,7,8,5,4,2,10,8,0,0,0,0,2,9,8,8,0,0,5,5,7,5,5,5,4,8,8,8,8,9,10,8,8,2,5,6,5,5,1,0,0,0,8,8,5,0,5,5,2,5,5,7,0,0,5,3,5,0,0.5,300,4
2020-05-04 16:44,2020-05-04 17:02,IP Address,209.52.88.127,100,1104,TRUE,2020-05-04 17:02,R_2YP8oiBbxc3u1jx,,,,,49.27690125,-122.9761047,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,71,Married,0,Employed full time,,6,No,No,213,5,2,7,8,9,8,8,8,6,7,8,8,6,8,6,0,100,0,9,7,5,7,5,10,9,0,0,1,1,4,7,7,7,1,1,7,6,7,7,8,5,3,6,7,6,5,8,6,5,6,5,0,8,2,2,2,6,4,1,7,5,2,0,5,5,6,5,5,5,20,30,5,9,6,0,50,300,4
2020-05-04 16:06,2020-05-04 17:02,IP Address,199.126.96.232,100,3373,TRUE,2020-05-04 17:02,R_3PZW5q3fjDqMf8M,,,,,55.18080139,-118.9103012,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,66,Single,3,Retired,,5- In the middle in Canada,No,Yes,213,10,0,10,10,10,10,7,10,9,9,10,10,7,8,10,0,65,35,6,8,5,9,5,6,10,5,0,0,0,0,9,10,10,0,0,8,9,9,10,10,10,10,8,10,7,7,7,9,7,9,5,5,8,3,3,3,4,3,5,9,8,5,2,9,7,5,2,5,5,100,90,4,16,7,0,50,1,4
2020-05-04 16:42,2020-05-04 17:07,IP Address,184.70.210.54,100,1501,TRUE,2020-05-04 17:07,R_tFjPbSHqrqXlnPP,,,,,52.23460388,-113.8264008,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,60,Married,3,Employed full time,,5- In the middle in Canada,No,No,213,9,0,9,10,10,7,6,6,6,7,9,10,10,10,10,25,50,25,8,7,5,5,5,10,10,1,0,0,0,4,9,9,9,0,9,6,5,9,6,4,8,1,7,7,5,5,6,9,7,8,8,6,7,4,4,5,5,5,3,8,8,5,1,5,5,3,5,5,7,10,20,7,9,8,0,50,3,7
2020-05-04 16:18,2020-05-04 17:10,IP Address,184.144.23.98,100,3110,TRUE,2020-05-04 17:10,R_1g7uwrA6PJa0tRR,,,,,43.51420593,-79.8844986,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,18,Single,0,Student,,7,No,Yes,213,8,2,4,10,10,7,7,8,2,8,8,10,10,10,4,20,40,40,8,7,8,8,8,10,7,7,0,0,0,0,8,8,8,2,2,8,8,8,8,8,7,8,2,4,7,4,4,4,2,2,8,7,2,7,4,4,2,4,4,10,8,7,0,4,7,0,2,7,10,70,80,5,12,7,0,25,300 minutes,4
2020-05-04 16:35,2020-05-04 17:11,IP Address,70.77.235.97,100,2193,TRUE,2020-05-04 17:11,R_2B5xScRiSN1tU1l,,,,,51.15640259,-114.0566025,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,47,Married,1,Employed full time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,5,10,10,10,10,10,10,90,10,0,8,7,5,5,5,10,10,0,0,0,0,1,10,10,10,0,1,7,7,7,7,6,5,5,6,6,8,8,8,10,6,8,5,1,7,4,7,3,6,4,1,10,10,5,0,8,5,0,5,5,10,20,30,6,14,8,0,50,100,4
2020-05-04 15:40,2020-05-04 17:12,IP Address,142.68.3.168,100,5531,TRUE,2020-05-04 17:12,R_2YD1vtu9GahnSy3,,,,,47.19419861,-65.93810272,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,51,Married,0,Retired,,7,No,No,213,10,0,9,10,10,9,9,10,5,9,10,10,10,9,10,100,0,0,7,6,1,2,2,9,10,0,0,0,0,1,10,9,9,0,1,5,7,2,7,8,2,5,4,4,5,2,7,6,8,8,6,0,7,6,5,8,2,2,3,10,9,0,0,2,2,1,2,1,9,30,50,1,8,6,0,110,3 minutes,7 hours
2020-05-04 15:40,2020-05-04 17:14,IP Address,207.194.122.31,100,5613,TRUE,2020-05-04 17:14,R_1exZQZCw3CpXi4d,,,,,56.24819946,-120.8578949,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,40,Married,0,Other,self employed,6,No,No,213,0,6,4,2,2,5,6,2,3,5,2,2,0,4,2,100,0,0,1,3,5,3,5,7,7,7,7,7,7,5,7,7,7,4,4,6,5,7,7,4,4,4,6,5,5,5,5,6,6,6,4,5,5,4,5,6,4,3,4,8,7,4,2,7,2,3,3,5,3,100,90,8,3,5,0,50,300,7
2020-05-04 16:51,2020-05-04 17:14,IP Address,50.72.45.54,100,1397,TRUE,2020-05-04 17:14,R_2uDGsHcCzse1itI,,,,,49.86700439,-97.13559723,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,56,Married,0,Retired,,6,No,No,213,7,2,3,9,10,9,9,9,1,9,8,8,7,10,10,100,0,0,7,7,3,3,3,9,5,3,3,0,2,3,10,10,10,0,3,3,3,10,8,6,4,3,6,7,7,9,9,9,8,9,6,8,6,3,3,1,6,5,1,10,10,5,0,9,5,2,3,7,10,10,20,6,9,8,0,50,300,4
2020-05-04 16:50,2020-05-04 17:15,IP Address,142.112.174.255,100,1482,TRUE,2020-05-04 17:15,R_2ea4yM6EkfR3Qqm,,,,,42.95150757,-81.33860016,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,41,Married,2,Other,Homemaker ,4,No,No,213,10,2,7,10,10,4,3,10,3,10,6,10,0,10,10,100,0,0,6,3,10,10,2,10,10,2,5,1,5,1,10,10,10,0,5,5,5,7,7,5,5,8,8,3,8,6,5,7,3,6,7,2,3,0,,0,5,0,5,9,9,5,0,5,5,2,5,5,7,20,20,5,16,3,0,50,300,7
2020-05-04 16:42,2020-05-04 17:16,IP Address,24.235.196.101,100,2030,TRUE,2020-05-04 17:16,R_1OvqvnRHQBFqDuq,,,,,44.32209778,-78.31800079,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,65,Single,1,Retired,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,5,5,10,10,10,9,10,10,0,50,50,5,5,8,9,7,10,10,1,0,0,0,4,8,8,8,0,4,6,5,10,9,7,7,10,5,6,6,9,8,8,6,6,7,4,6,4,5,1,5,4,1,10,7,5,0,5,7,0,5,2,10,10,40,3,3,5,0,50,300,4
2020-05-04 17:01,2020-05-04 17:16,IP Address,70.72.214.105,100,895,TRUE,2020-05-04 17:16,R_2tL4OGgnXg6wYdT,,,,,51.09269714,-114.2016983,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,31,In a relationship,2,Employed full time,,5- In the middle in Canada,No,No,213,9,1,9,9,10,7,7,10,8,8,8,8,7,10,10,90,10,0,7,6,8,8,7,8,8,0,0,0,0,5,6,8,8,0,0,7,7,9,7,7,8,6,7,7,6,8,8,8,7,7,0,2,6,6,4,0,6,1,0,8,8,0,0,5,5,0,0,0,8,50,60,5,5,7,0,25,300,4
